outcome,area,session_id,cohort,n_hva_available,n_hva_matched,hva_discarded_fraction,n_v1_candidates,n_unique_v1_matched,mean_match_distance_deg,smd_azimuth_before,smd_azimuth_after,smd_elevation_before,smd_elevation_after
timescale_ms,AM,778240327,Functional Connectivity,13,8,0.3846153846153846,26,5,5.903879335199424,-0.20706581469069685,-0.03382500750345046,2.792579342680322,1.0976297224816112
timescale_ms,RL,778998620,Functional Connectivity,8,6,0.25,33,5,5.897295397335713,-0.44225753170402593,-0.006339747485210875,0.5499547359231851,0.31045291586883667
timescale_ms,AL,781842082,Functional Connectivity,26,15,0.42307692307692313,35,7,4.567446491741999,1.0602601790634978,0.2386144347845606,0.18913267148719734,0.003660389552034142
timescale_ms,AM,781842082,Functional Connectivity,31,24,0.22580645161290325,35,13,3.8040880654977394,0.012909733594904,-0.01911878570344873,0.014281977339560232,0.06536462675267335
timescale_ms,RL,786091066,Functional Connectivity,6,6,0.0,29,4,5.23581004193228,-0.9272717037186944,-0.08675059852290556,-0.6565704948168781,-0.05555752699516708
timescale_ms,AL,786091066,Functional Connectivity,12,8,0.33333333333333337,29,4,5.952794475492208,1.0835154379549816,0.006887536378192999,-0.6568195035475929,-0.38092019650786335
timescale_ms,PM,786091066,Functional Connectivity,9,8,0.11111111111111116,29,5,5.948913575282879,0.12562245752584436,-0.09238720242372041,0.35106094821817885,-0.019382433634681874
timescale_ms,AM,786091066,Functional Connectivity,18,17,0.05555555555555558,29,7,5.63538643096487,0.47363935764096665,-0.07465361448731288,-1.1715764438768388,-0.4145641467049355
timescale_ms,AM,787025148,Functional Connectivity,14,12,0.1428571428571429,45,9,4.707223426045869,0.2609746439992166,0.15496406276943323,0.6664974362383249,-0.16565417412125918
timescale_ms,RL,791319847,Brain Observatory 1.1,12,10,0.16666666666666663,16,4,4.397074622342435,-1.838227250392925,-0.28267179027541667,-1.2437429422771313,-0.5873896139453507
timescale_ms,AL,793224716,Functional Connectivity,14,11,0.2142857142857143,27,6,5.082061170537311,-0.022241448682845853,0.15192804020629957,-0.08255074090898529,-0.15601289950095154
timescale_ms,LM,794812542,Functional Connectivity,9,6,0.33333333333333337,28,4,6.007540407055678,0.6328729750261193,0.2659841982484155,-1.864059113438042,-0.7853269899169314
timescale_ms,AL,794812542,Functional Connectivity,15,14,0.06666666666666665,28,5,5.118014431667682,2.858328887168328,0.9210831687856635,-0.7388720020785531,-0.18148243142487833
timescale_ms,AM,794812542,Functional Connectivity,19,13,0.3157894736842105,28,8,5.055571035431696,-0.18344831755163213,-0.021253556769165443,1.4430353021673714,0.8841163548336485
timescale_ms,AL,797828357,Brain Observatory 1.1,7,7,0.0,32,2,7.591694422199599,1.8416857479570936,0.5477786623482237,-1.1489865535013326,-0.6134341536137734
timescale_ms,AM,797828357,Brain Observatory 1.1,17,8,0.5294117647058824,32,5,5.943731587580393,0.3092148995050792,-0.10954914020341071,1.4835051530065455,0.3449990841617899
timescale_ms,LM,816200189,Functional Connectivity,27,22,0.18518518518518523,36,8,2.786816893026834,0.7032724649832649,0.19507594527893246,-0.21439086105722413,-0.09868224076454676
timescale_ms,AM,821695405,Functional Connectivity,15,8,0.4666666666666667,5,3,3.7967153753718295,-0.7528112365725442,-0.14687155671276608,1.117953945709284,0.5083921427168788
timescale_ms,LM,829720705,Functional Connectivity,49,32,0.34693877551020413,22,11,5.377019161279108,-0.23527690385987213,0.047098687080371196,0.9893236271390411,0.12092513855800181
timescale_ms,AM,829720705,Functional Connectivity,18,14,0.2222222222222222,22,6,5.081148672063144,-0.3899210182756359,-0.13219364437950937,1.5302620864258405,0.2856733738009719
timescale_ms,AL,831882777,Functional Connectivity,31,27,0.12903225806451613,15,11,5.143187398090065,0.16000846862741222,-0.05700403321721862,0.8064409021047035,0.16023736626181062
timescale_ms,AM,831882777,Functional Connectivity,7,5,0.2857142857142857,15,5,4.512846912148298,-0.39940817259402195,-0.08834405733602642,1.2611409293041747,0.14628232549877299
timescale_ms,LM,835479236,Functional Connectivity,31,22,0.29032258064516125,27,10,3.8076739544453773,-1.0758401183691344,-0.18686059963992557,0.47852944266768493,0.04370776198233262
timescale_ms,RL,835479236,Functional Connectivity,8,5,0.375,27,4,5.568154512412183,-1.9760325559714007,-0.19199227759827128,-0.6575492089022579,0.06049140681122858
timescale_ms,LM,839068429,Functional Connectivity,10,10,0.0,49,3,4.778675606362495,-3.6906047510172386,-1.6107223888766304,2.9994671475743173,0.16200701324215128
timescale_ms,PM,839068429,Functional Connectivity,20,12,0.4,49,9,4.465742878460601,0.45634144516524433,0.19470411836007145,1.0623852803375953,0.07578057519632797
timescale_ms,AM,839068429,Functional Connectivity,9,8,0.11111111111111116,49,6,2.8119834439798845,-1.8206810554635908,0.09398069181995847,0.953785864726544,0.007065046956600875
timescale_ms,LM,840012044,Functional Connectivity,31,24,0.22580645161290325,22,6,6.50969204402999,-1.7156547890219371,-0.25803609045698683,1.5480662749110905,1.0715132378376342
timescale_ms,PM,840012044,Functional Connectivity,23,17,0.26086956521739135,22,12,6.242208505762504,-0.8368600546759812,-0.1277921025190992,1.0462249914188622,0.4135643988540447
timescale_ms,LM,847657808,Functional Connectivity,20,16,0.19999999999999996,28,5,4.198709418346026,1.6250601941294258,0.9505693234731881,0.16522229270023958,0.19575979563173182
timescale_ms,RL,847657808,Functional Connectivity,9,7,0.2222222222222222,28,6,5.9324557064776045,-0.21650668592574254,-0.014940208565400025,-2.0401336657175055,-1.5482427604442521
timescale_ms,AM,847657808,Functional Connectivity,18,9,0.5,28,5,6.41287102149903,-1.8102806085762797,-0.2850997028582102,0.9256352325498276,0.06124545003463188
rf_area_deg2,LM,715093703,Brain Observatory 1.1,14,6,0.5714285714285714,82,5,5.4592025211465325,-1.7709877972708528,-0.20109259609074234,2.7983834840011785,0.1226664190502302
rf_area_deg2,RL,715093703,Brain Observatory 1.1,43,26,0.39534883720930236,82,9,6.026539999855578,-2.081058287525928,-0.14628220329106809,-0.9068269202851054,-0.6021707981324999
rf_area_deg2,PM,715093703,Brain Observatory 1.1,49,37,0.24489795918367352,82,17,4.382864592272215,-0.635256950986613,-0.03930140402341118,0.8560396558651072,0.03315717353389296
rf_area_deg2,AM,715093703,Brain Observatory 1.1,32,28,0.125,82,17,4.1601732931059985,0.5481969886973493,-0.012754617268613407,1.0943633944837354,0.19884399254372326
rf_area_deg2,LM,719161530,Brain Observatory 1.1,47,38,0.19148936170212771,76,13,3.6322846332541445,0.08245882153899226,0.14536300868420363,2.0817614934874293,0.32174790572861833
rf_area_deg2,AL,719161530,Brain Observatory 1.1,17,10,0.4117647058823529,76,6,4.742508379007305,0.5123017494743738,0.1764556459489094,2.7818833159996896,0.666576912464813
rf_area_deg2,AM,719161530,Brain Observatory 1.1,41,39,0.04878048780487809,76,22,3.260592698477035,-0.18362295777848417,-0.04874384684999141,0.7296196972754163,0.2374469708005118
rf_area_deg2,RL,721123822,Brain Observatory 1.1,12,8,0.33333333333333337,50,4,6.468202995027527,-0.47935172091659517,0.08730031856935085,-2.6725202334401925,-1.1196167272856696
rf_area_deg2,AL,721123822,Brain Observatory 1.1,20,13,0.35,50,7,4.818405713227507,0.623974996901534,-0.06688584270099618,1.322079921778806,0.34601772452236224
rf_area_deg2,AM,721123822,Brain Observatory 1.1,43,37,0.13953488372093026,50,14,4.946123847772784,-1.0242875160317853,-0.05798399574653184,-1.2985998844682807,-0.3812501906542726
rf_area_deg2,AL,732592105,Brain Observatory 1.1,12,10,0.16666666666666663,139,8,4.154181379234336,0.4261418716523489,0.14784314790102465,-0.6112219567457797,-0.1652059355370534
rf_area_deg2,PM,732592105,Brain Observatory 1.1,54,49,0.09259259259259256,139,29,2.469914752355062,0.40160325598829455,0.031576065145401684,-0.4757952578330672,-0.12196483072708435
rf_area_deg2,LM,739448407,Brain Observatory 1.1,45,42,0.06666666666666665,38,14,4.925856246487331,-0.390349483292968,-0.2566475094907204,1.1667094256893502,0.10663380277356331
rf_area_deg2,LM,742951821,Brain Observatory 1.1,16,10,0.375,75,4,6.465389334354232,-0.2985458111892991,-0.17967500200153974,0.7899898166515854,0.5446811095351973
rf_area_deg2,AL,742951821,Brain Observatory 1.1,15,12,0.19999999999999996,75,8,6.778503568780544,-0.6789110981734217,-0.004869636626442122,1.0473561323355172,0.2756552094519644
rf_area_deg2,RL,746083955,Brain Observatory 1.1,45,45,0.0,38,14,3.9711827129334107,-1.3146711343189101,-0.027918685002905407,-0.6277557660354619,-0.22687291056240755
rf_area_deg2,PM,746083955,Brain Observatory 1.1,61,55,0.09836065573770492,38,25,3.6509707392915693,0.20158675089991174,0.0536908363253494,-0.2767154880182364,-0.16417331527263646
rf_area_deg2,LM,750332458,Brain Observatory 1.1,24,20,0.16666666666666663,95,7,5.0429916207460215,-1.6800992791924958,0.09402034422885101,0.5310344230124019,0.3547529796110435
rf_area_deg2,RL,750332458,Brain Observatory 1.1,11,8,0.2727272727272727,95,4,6.015859779004492,-1.9006006846129015,-0.1977163909423189,-0.8135701390493718,-0.4602762443251653
rf_area_deg2,AL,750332458,Brain Observatory 1.1,56,37,0.3392857142857143,95,8,5.961261022953579,-2.3138374091767466,-0.22603720421486756,2.175999724829277,0.3779301427179396
rf_area_deg2,AM,750332458,Brain Observatory 1.1,49,46,0.061224489795918324,95,25,3.4749306461286182,-0.27114146415875134,-0.0033753286111722503,-0.5871381872953488,-0.13156408923761267
rf_area_deg2,LM,750749662,Brain Observatory 1.1,9,9,0.0,87,5,5.160513856889576,0.7152116498039639,0.17651617187959784,2.221643334386647,0.5210162000643102
rf_area_deg2,RL,750749662,Brain Observatory 1.1,29,29,0.0,87,12,4.004353956222914,-2.1351494253100256,-0.15547552072394358,-0.49381591486179244,-0.05945262306188672
rf_area_deg2,AL,750749662,Brain Observatory 1.1,34,28,0.17647058823529416,87,13,4.217837353016489,1.5375377331702567,0.2421025625200483,1.0768941074356528,0.22683025954586036
rf_area_deg2,PM,750749662,Brain Observatory 1.1,6,6,0.0,87,4,5.212641448753797,-1.5905842124260143,-0.3065854601153207,2.394240325441198,0.2803767724127139
rf_area_deg2,AM,750749662,Brain Observatory 1.1,23,19,0.17391304347826086,87,13,4.700042356240281,0.8666831901128147,0.07487999197434056,-0.036086118784233207,-0.15767249025175853
rf_area_deg2,LM,751348571,Brain Observatory 1.1,25,21,0.16000000000000003,66,10,4.148525283779599,0.875001701276348,0.10052887427491934,1.4218837744068789,0.24210889527568102
rf_area_deg2,RL,751348571,Brain Observatory 1.1,29,17,0.4137931034482759,66,10,5.5308891029952125,-1.52026473984578,-0.1582815997720428,-0.42177460340721,-0.20369591885706573
rf_area_deg2,PM,751348571,Brain Observatory 1.1,6,6,0.0,66,5,3.546495731401134,-0.8413932617041333,0.19919958131622023,0.8002237484927941,-0.09996933902885709
rf_area_deg2,AM,751348571,Brain Observatory 1.1,36,35,0.02777777777777779,66,18,4.344435131269355,0.38974683564076423,0.013059724575838282,-0.24844693679939084,-0.04471681864668692
rf_area_deg2,RL,754312389,Brain Observatory 1.1,16,7,0.5625,132,5,3.5118807133423764,-2.548585628293503,-0.2634280500424283,-1.266526541710475,0.07317303027361871
rf_area_deg2,PM,754312389,Brain Observatory 1.1,22,21,0.045454545454545414,132,13,2.4648982146336094,-1.0665517206368098,0.08227419353186706,0.7533504760465498,-0.010335579090953444
rf_area_deg2,AM,754312389,Brain Observatory 1.1,39,37,0.05128205128205132,132,17,3.4860709444676328,0.009399883582931397,0.005364147218273485,-1.4443596993170276,-0.3609830578357931
rf_area_deg2,AM,754829445,Brain Observatory 1.1,39,39,0.0,115,12,3.893166853788522,1.4480461258719322,-0.04414051580351564,0.8808822553375024,-0.05188867122253469
rf_area_deg2,LM,755434585,Brain Observatory 1.1,24,22,0.08333333333333337,128,14,2.8360143906660977,0.8834845162046567,0.15592936397608856,0.2863875560762518,0.11426770299283748
rf_area_deg2,RL,755434585,Brain Observatory 1.1,8,6,0.25,128,5,5.938746197486245,-0.8119898383681811,0.168117210468432,-1.2354438543147503,-0.38853643584944897
rf_area_deg2,AL,755434585,Brain Observatory 1.1,9,6,0.33333333333333337,128,4,6.827218193047655,0.48847654626359516,0.15954580142913727,2.8698407004113866,0.6721285828080681
rf_area_deg2,PM,755434585,Brain Observatory 1.1,43,27,0.37209302325581395,128,10,5.5696031134777035,-1.362857281010991,-0.03503918258190385,1.790044904321297,0.3639516974004652
rf_area_deg2,AM,755434585,Brain Observatory 1.1,56,53,0.0535714285714286,128,25,3.6416177023189626,-0.19603190006897206,0.007667900829056034,-0.714164071279997,-0.14838889652383655
rf_area_deg2,LM,756029989,Brain Observatory 1.1,11,8,0.2727272727272727,85,4,5.20226940414535,-0.7044746334332503,-0.27542883525086465,1.0672065271726698,-0.04582855415729786
rf_area_deg2,AL,756029989,Brain Observatory 1.1,12,9,0.25,85,4,5.202201894150901,0.8845634582064421,0.163640300552233,1.2556314149181096,0.12339994919029222
rf_area_deg2,PM,756029989,Brain Observatory 1.1,8,6,0.25,85,4,6.947701098666594,-0.7564811572468851,0.12182843023443987,1.0642363557452845,0.33138895520128986
rf_area_deg2,AM,756029989,Brain Observatory 1.1,52,51,0.019230769230769273,85,29,3.0260139973507787,0.15916216893002075,0.0015972436179128536,-0.6276573719076594,-0.17874039991815288
rf_area_deg2,LM,757216464,Brain Observatory 1.1,44,39,0.11363636363636365,134,14,4.867725413595428,1.8670855570788583,0.31881759311943225,0.471917250017829,0.11632159171688257
rf_area_deg2,RL,757216464,Brain Observatory 1.1,21,18,0.1428571428571429,134,10,4.092255878617269,-1.2273775482184852,-0.16464489921631692,-1.5020299108502373,-0.31623071900976546
rf_area_deg2,AL,757216464,Brain Observatory 1.1,27,14,0.4814814814814815,134,6,6.134841972267013,-2.1999523085597033,-0.4034683304565125,2.4912088761433147,0.13993493807614113
rf_area_deg2,AM,757216464,Brain Observatory 1.1,14,12,0.1428571428571429,134,10,3.981257647969969,1.5434552987901682,0.22273926332300592,0.14826472702909602,-0.059794020425867664
rf_area_deg2,RL,757970808,Brain Observatory 1.1,59,53,0.10169491525423724,140,31,2.8531324290097313,-0.9331615738657095,0.006397415667681469,-0.6259677679837545,-0.1839756958842879
rf_area_deg2,AL,757970808,Brain Observatory 1.1,6,6,0.0,140,5,4.037975700181213,-0.6702763525159202,-0.001168961426885874,0.872086847475013,0.1369377413265213
rf_area_deg2,AM,757970808,Brain Observatory 1.1,39,36,0.07692307692307687,140,14,4.30881846195589,0.5193331566465194,0.03631182330524408,-1.5407606391467026,-0.44783495251641225
rf_area_deg2,AL,758798717,Brain Observatory 1.1,47,42,0.1063829787234043,79,14,4.462644096993001,0.3537828668013225,0.08028831324966756,-1.0725415482162213,-0.24743460147310736
rf_area_deg2,PM,758798717,Brain Observatory 1.1,6,6,0.0,79,4,4.871808327843705,-1.404570286905988,-0.2818556672448803,1.6069759382014666,0.22356929600859607
rf_area_deg2,AM,758798717,Brain Observatory 1.1,16,11,0.3125,79,10,2.1582731872387217,0.9954623951490448,0.018645494597870002,0.8405906533004143,0.2686979797983684
rf_area_deg2,AL,759883607,Brain Observatory 1.1,12,7,0.41666666666666663,81,7,2.9870856214245882,0.4900760200651337,-0.14648391189289084,-0.6633972713100802,-0.2335692669820594
rf_area_deg2,PM,759883607,Brain Observatory 1.1,71,63,0.11267605633802813,81,23,2.903652457556789,-0.010001117502028967,0.018042338547073808,1.0465594449948639,0.18277379180061698
rf_area_deg2,AM,759883607,Brain Observatory 1.1,64,51,0.203125,81,23,3.3238707951903237,-0.881619394730432,-0.09778049959393824,-0.4243910965061456,-0.17474145516028133
rf_area_deg2,LM,760345702,Brain Observatory 1.1,25,11,0.56,89,9,5.347350546591567,-0.4008432378948731,0.057093527090717286,2.1288996182634223,0.2985484073892213
rf_area_deg2,AL,760345702,Brain Observatory 1.1,46,43,0.06521739130434778,89,19,3.2564106554029997,0.09885945930403324,-0.0764189653073551,-1.6664890016747063,-0.33741189707497404
rf_area_deg2,PM,760345702,Brain Observatory 1.1,53,50,0.05660377358490565,89,19,3.641115269350515,-1.1200413181546829,-0.05814290599658015,0.8189057400322982,0.13859363842671563
rf_area_deg2,AM,760345702,Brain Observatory 1.1,20,18,0.09999999999999998,89,12,3.433260196372893,0.5496560012113731,0.04321764936900469,-0.6267708622543062,-0.0869312092856102
rf_area_deg2,RL,760693773,Brain Observatory 1.1,22,21,0.045454545454545414,137,5,4.369494445300046,-2.1475177259085148,-0.14470502781063196,-1.5738024989416128,0.03577000729298625
rf_area_deg2,AL,760693773,Brain Observatory 1.1,18,13,0.2777777777777778,137,11,4.300618655788547,0.1851605737714618,0.07196412917133618,-0.26766869397213783,-0.13764880893954076
rf_area_deg2,PM,760693773,Brain Observatory 1.1,63,63,0.0,137,34,2.605570848531387,-0.18213804660667965,-0.012150207084866506,0.7249494337231468,0.09241082538856617
rf_area_deg2,AM,760693773,Brain Observatory 1.1,38,37,0.02631578947368418,137,22,3.785180544968713,-0.3788897373632777,-0.03836556573440113,-0.258715982214845,-0.14808105434850913
rf_area_deg2,RL,761418226,Brain Observatory 1.1,10,10,0.0,52,7,3.976356375909796,-1.5320451101220602,-0.032922150231902265,-0.6518988060028231,-0.3650280987310804
rf_area_deg2,AL,761418226,Brain Observatory 1.1,13,10,0.23076923076923073,52,8,3.4646828554887876,0.07652238367477086,-0.00364171630796408,0.4303967050972835,0.07819581261555265
rf_area_deg2,PM,761418226,Brain Observatory 1.1,14,14,0.0,52,5,4.662072530035156,-0.9789702190375567,0.3304403905459042,1.8866337990214612,0.062163047518464506
rf_area_deg2,AM,762120172,Brain Observatory 1.1,17,16,0.05882352941176472,117,11,3.6665624568970943,-0.7253540799501262,-0.014838760168293223,0.07780001242215488,-0.1801442741817197
rf_area_deg2,RL,762602078,Brain Observatory 1.1,30,19,0.3666666666666667,98,7,4.563919514265149,-1.688075606493627,-0.17217634539636548,-1.671438641157574,-0.7925649362781985
rf_area_deg2,AM,762602078,Brain Observatory 1.1,22,17,0.2272727272727273,98,11,4.159477644401198,-1.2308557851575976,-0.06801849114224336,-1.032129363573065,-0.20234836531960196
rf_area_deg2,LM,763673393,Brain Observatory 1.1,10,10,0.0,96,6,3.489684738410863,-0.7743219539101401,0.025834241710884207,-0.8754369958437133,-0.29642417938593185
rf_area_deg2,AM,763673393,Brain Observatory 1.1,23,23,0.0,96,18,3.8000486500750554,0.5385625708594141,0.03146302247325997,-0.31046017127255765,-0.00759414102590544
rf_area_deg2,LM,766640955,Functional Connectivity,32,28,0.125,67,12,3.265546926278182,0.7172064294179281,0.1314678019494627,-0.15491007519003622,-0.00036492393512307036
rf_area_deg2,AL,766640955,Functional Connectivity,5,5,0.0,67,5,5.128055886560041,-0.6572017700757077,-0.19622316210600527,-0.7831800264963457,-0.4671596621887252
rf_area_deg2,AM,766640955,Functional Connectivity,17,12,0.2941176470588235,67,6,4.937991024772955,-0.21369464481935543,0.01759278044755617,1.8084539171993668,0.12275806845444062
rf_area_deg2,AL,767871931,Functional Connectivity,22,20,0.09090909090909094,137,6,4.594398284337966,0.24472211222109141,0.01386660446442831,-1.1550800346471952,-0.34060741931221056
rf_area_deg2,PM,767871931,Functional Connectivity,6,6,0.0,137,2,5.69661851070605,-4.073463151062556,-2.0326133783127025,1.7869042352848903,0.19394321531547434
rf_area_deg2,AM,767871931,Functional Connectivity,17,17,0.0,137,12,4.448038736484466,-0.22556624535738598,0.058602586000048876,-0.9020285565512262,-0.26099707032638436
rf_area_deg2,LM,768515987,Functional Connectivity,50,49,0.020000000000000018,92,27,2.552638866307154,-0.3662820458119446,-0.039080927123638504,-0.449362982664379,-0.04274725704357202
rf_area_deg2,AL,768515987,Functional Connectivity,45,32,0.28888888888888886,92,16,3.869300005830474,0.7784602008602353,0.022512139482462928,1.582784482064543,0.2584631405616824
rf_area_deg2,AM,768515987,Functional Connectivity,31,31,0.0,92,21,3.275012277235455,-0.17670982036908162,-0.01867994966209317,-0.3919664090552585,0.02548276641209835
rf_area_deg2,AL,771160300,Functional Connectivity,16,16,0.0,131,13,2.76981271914008,0.14364100810980723,0.06925475624802926,-0.1341708459514804,0.07536577195540128
rf_area_deg2,PM,771160300,Functional Connectivity,6,5,0.16666666666666663,131,5,2.0711252384405396,0.9603815749247319,0.012638071737272421,1.017217842522278,0.388609385392411
rf_area_deg2,AM,771160300,Functional Connectivity,69,63,0.08695652173913049,131,33,2.7362308595245146,-0.057380307162507395,0.004881677548518755,1.0194524988031088,0.12792506674787635
rf_area_deg2,PM,771990200,Functional Connectivity,18,17,0.05555555555555558,94,12,3.685259798274808,-0.995841072120644,-0.02776732245368274,1.1297736577821906,0.040666274795230474
rf_area_deg2,AM,771990200,Functional Connectivity,25,25,0.0,94,21,3.1263547799522633,0.41754154577031644,0.059058322358448184,0.8521727262804721,0.15253760625977006
rf_area_deg2,AL,773418906,Brain Observatory 1.1,23,15,0.34782608695652173,89,8,5.026930832476227,-0.40003989873462126,-0.07827786455492791,0.3327284092465741,0.03287350298801321
rf_area_deg2,AM,773418906,Brain Observatory 1.1,17,17,0.0,89,10,4.227741484472419,-0.6695045102858191,-0.0021886056691373178,-0.22181251647726513,0.047627690684016025
rf_area_deg2,LM,774875821,Functional Connectivity,69,69,0.0,129,36,2.0960227119280592,0.5346866114660102,0.011866690800884813,0.19693065975210644,0.01770858142695255
rf_area_deg2,RL,774875821,Functional Connectivity,8,8,0.0,129,7,5.971866087485346,-1.0205923124388154,-0.12827512867659882,-0.7589110016672768,-0.3555979981753242
rf_area_deg2,AL,774875821,Functional Connectivity,30,29,0.033333333333333326,129,16,3.616264539559543,0.6517157921013962,0.0721779526655385,0.5381539288430932,-0.01716452090969496
rf_area_deg2,AM,774875821,Functional Connectivity,50,50,0.0,129,31,2.8033047865078005,-0.32050087173751596,-0.02169380914837656,0.7824331344473585,0.07928365579852568
rf_area_deg2,LM,778240327,Functional Connectivity,55,52,0.054545454545454564,122,26,2.42564178654068,0.4261422337945264,0.03233767830356322,-0.14667348124267032,-0.03867578260271666
rf_area_deg2,RL,778240327,Functional Connectivity,10,10,0.0,122,3,8.264003301992222,-1.5395561288319228,-0.3625125408005698,-3.45279946832997,-3.7510857753560876
rf_area_deg2,AL,778240327,Functional Connectivity,44,43,0.022727272727272707,122,17,4.497311087518148,1.0831840486779312,0.07551569705348077,0.5795568925997996,0.029127804020791844
rf_area_deg2,AM,778240327,Functional Connectivity,45,38,0.15555555555555556,122,16,4.214380714237625,-0.4224805591838393,-0.049112892712448564,1.96258109988996,0.5085436737256229
rf_area_deg2,RL,778998620,Functional Connectivity,17,15,0.11764705882352944,113,10,4.326475559065431,-0.44496459063534743,-0.04065821375797372,0.5735547803151249,0.15893798407558438
rf_area_deg2,PM,778998620,Functional Connectivity,26,15,0.42307692307692313,113,8,5.41772887778283,-0.7618993437280847,-0.023594646022784712,1.7557203323775918,0.10316743502698215
rf_area_deg2,AM,778998620,Functional Connectivity,19,14,0.26315789473684215,113,6,3.345364188791797,0.3948035815782817,-0.03602706371293909,0.002844706973804418,-0.04001746780331723
rf_area_deg2,AL,781842082,Functional Connectivity,48,34,0.29166666666666663,95,14,4.85722436076499,1.2569052903159557,0.3200470312314645,-0.11602892917622476,-0.08451528012147204
rf_area_deg2,AM,781842082,Functional Connectivity,52,49,0.05769230769230771,95,29,3.5034948590891735,0.02886958302915988,0.06798145553560721,-0.039021079340398154,-0.017225655420505026
rf_area_deg2,RL,786091066,Functional Connectivity,27,26,0.03703703703703709,121,14,3.655733950968762,-1.0327503783665684,-0.16361796349867597,-0.827098550158257,-0.21591973584885377
rf_area_deg2,AL,786091066,Functional Connectivity,28,27,0.0357142857142857,121,16,3.799505462206137,0.3205275727277656,-0.02165330416765741,-0.0043373004378374005,-0.02244299347897101
rf_area_deg2,PM,786091066,Functional Connectivity,32,30,0.0625,121,14,4.499445686683353,-0.6589379551664722,-0.004428775601620494,1.2932206669656297,0.04123384317864974
rf_area_deg2,AM,786091066,Functional Connectivity,59,59,0.0,121,31,3.5271847241716103,0.008497865080404912,-0.02558648040976274,-0.6952607136025698,-0.18223449325132926
rf_area_deg2,AM,787025148,Functional Connectivity,37,32,0.1351351351351351,97,18,3.9643457006555507,0.07512606429283944,0.10705051415201314,0.9177705078920139,0.08254474444328316
rf_area_deg2,LM,789848216,Functional Connectivity,8,6,0.25,25,4,2.6998386052063115,1.5636824356167198,0.22619651781082561,0.48588032810905635,1.1124831713336854
rf_area_deg2,RL,789848216,Functional Connectivity,28,26,0.0714285714285714,25,10,2.9885454506921665,0.01032825014690202,0.008542501019107149,-0.5546886776446486,-0.18113422596211676
rf_area_deg2,LM,791319847,Brain Observatory 1.1,16,15,0.0625,116,12,4.128311918983277,-0.07766329143315627,0.0017438751492798393,-0.3766566795366202,-0.17608694917264717
rf_area_deg2,RL,791319847,Brain Observatory 1.1,39,35,0.10256410256410253,116,14,3.9568165822699006,-1.8850684554215118,-0.05942080282892952,-1.401407245063779,-0.4695085567277911
rf_area_deg2,AL,791319847,Brain Observatory 1.1,9,9,0.0,116,8,4.628009743942608,-0.2640896909787543,-0.06595834406496147,-0.41830684890635933,0.17659892867858884
rf_area_deg2,AM,791319847,Brain Observatory 1.1,38,35,0.07894736842105265,116,19,3.990463399144492,-0.39031649029995746,-0.02096310391459229,0.7151250379816866,0.03227469889648363
rf_area_deg2,RL,793224716,Functional Connectivity,9,9,0.0,121,5,3.617557730995891,-1.391135611147411,-0.0031287649564088527,-1.4599239220570748,-0.45218889817533714
rf_area_deg2,AL,793224716,Functional Connectivity,49,48,0.020408163265306145,121,22,2.9191678909643834,0.5584668047836013,0.04540947002835923,-0.1610816722030883,-0.0814192112644449
rf_area_deg2,LM,794812542,Functional Connectivity,18,17,0.05555555555555558,102,8,5.598685448862455,0.7342296204876189,0.3355267351108113,-2.2155275849056597,-0.7212951044818549
rf_area_deg2,AL,794812542,Functional Connectivity,26,21,0.1923076923076923,102,9,3.8062950879572264,2.898126025178298,0.600442643841779,-0.8411600991307104,-0.30551461829914706
rf_area_deg2,AM,794812542,Functional Connectivity,59,58,0.016949152542372836,102,25,3.631618986670239,0.041854264254922634,0.008780476681832579,1.0541955657413635,0.10972126905026046
rf_area_deg2,AL,797828357,Brain Observatory 1.1,18,17,0.05555555555555558,102,9,4.56469834750723,0.5446906110212139,0.14358904465129996,-0.23023791173878533,-0.0023180087827204218
rf_area_deg2,AM,797828357,Brain Observatory 1.1,34,26,0.23529411764705888,102,15,4.8237572004719675,0.7333549441589654,-0.007631897650490867,1.465856359131353,0.27377714153456045
rf_area_deg2,LM,798911424,Brain Observatory 1.1,38,32,0.1578947368421053,118,11,5.03799154147941,-1.2067379927119068,-0.16304550212054802,-1.7357429059239626,-0.17229987984810072
rf_area_deg2,RL,798911424,Brain Observatory 1.1,14,13,0.0714285714285714,118,7,2.2254012099932767,-1.1016657489235717,-0.07909412533311994,-1.9369809829473348,-0.047115141110831954
rf_area_deg2,AL,798911424,Brain Observatory 1.1,55,48,0.12727272727272732,118,16,5.010474075729707,1.229806225151239,0.2543369604217084,0.1341613152173538,0.08150095354681797
rf_area_deg2,AM,798911424,Brain Observatory 1.1,54,45,0.16666666666666663,118,19,4.50763448295434,0.013917518864422678,0.024695023616251213,1.0629695704647526,0.07156463200212988
rf_area_deg2,LM,799864342,Brain Observatory 1.1,16,14,0.125,116,10,4.622239532448199,-0.8341988258041736,-0.0051555549037887415,-0.4101649289418538,-0.2189415829538548
rf_area_deg2,RL,799864342,Brain Observatory 1.1,20,19,0.050000000000000044,116,14,3.7994630424897777,-0.8429487362958528,-0.014586579694349858,-0.3799435398771608,-0.12653836593384402
rf_area_deg2,AL,799864342,Brain Observatory 1.1,8,7,0.125,116,6,6.177096635248555,1.0532625411645906,0.3150068573898503,0.8091960869197989,0.1896994594239397
